0,75.00,60.74,0,61.00,true,42
0,18.56,33.99,1,10.32,true,41
0,58.00,40.00,0,89.00,false,11
1,86.48,197.03,0,64.00,10.00,false
0,22.86,56.84,1,44.79,true,29
0,87.00,53.00,2,174.00,false,39
1,46.00,31.00,1,67.54,591.00,true
0,47.44,25.00,0,87.00,false,12
0,94.97,157.00,1,103.60,true,41
0,53.00,18.00,2,47.61,false,43
1,86.00,93.00,0,33.00,466.00,true
1,58.13,82.00,2,91.00,566.77,true
1,70.00,98.00,2,24.00,583.00,true
0,80.85,83.00,1,174.00,true,37
1,68.31,47.28,0,191.72,14.00,true
0,63.00,195.00,1,170.00,true,38
1,62.74,45.00,0,149.78,531.48,false
1,76.90,108.00,2,190.00,462.92,false
0,40.00,118.00,1,64.00,false,18
0,76.24,162.79,1,56.26,true,28
0,53.00,130.00,0,83.62,false,17
1,63.00,45.00,2,137.95,351.36,false
1,79.00,153.00,1,14.00,14.73,true
0,69.22,151.40,1,43.00,false,46
1,75.00,73.02,2,158.00,570.00,true
0,11.00,62.00,1,177.23,false,37
0,65.00,81.07,2,193.89,true,17
1,39.48,61.49,1,182.00,406.74,false
1,65.00,180.00,1,144.92,52.00,false
0,93.00,129.00,2,97.64,true,43
0,69.00,172.00,1,172.00,false,15
1,90.82,105.67,0,33.31,421.00,true
1,44.69,86.27,1,3.24,307.00,true
0,59.13,23.10,0,109.17,false,24
0,18.06,71.00,1,91.64,false,42
0,75.00,166.00,1,197.41,false,14
1,40.05,93.90,2,93.64,107.60,true
1,10.01,112.00,2,27.00,185.57,false
0,84.00,8.16,0,108.96,false,30
0,34.82,137.00,0,18.00,false,23
0,69.80,121.00,1,104.48,true,18
0,25.41,166.73,2,97.38,false,32
0,71.34,150.13,2,78.00,true,34
0,48.16,77.00,0,123.32,false,36
1,80.00,193.88,1,69.05,82.50,true
1,54.59,41.44,2,141.00,36.00,true
0,85.00,152.00,2,38.50,false,14
1,72.00,71.52,2,32.45,541.00,true
1,54.00,41.52,0,44.00,154.95,true
1,32.85,80.00,2,182.59,193.59,false
1,34.11,61.00,1,187.48,275.00,false
0,48.00,1.00,0,29.00,false,19
0,31.00,174.26,0,107.36,false,45
1,38.04,111.49,2,155.10,290.62,false
0,60.71,53.00,1,35.00,true,30
1,39.04,82.00,0,46.61,317.00,false
0,25.58,18.48,2,77.00,false,46
0,83.35,182.00,1,7.00,false,29
1,14.45,150.00,0,102.00,420.35,true
0,28.49,127.00,2,72.66,true,41
0,91.54,49.33,2,26.00,false,20
1,46.88,60.00,2,30.40,513.00,false
0,53.72,42.00,2,67.51,true,46
1,45.00,67.00,1,130.00,371.00,false
1,79.17,166.82,2,11.00,573.00,true
1,28.70,181.61,1,137.00,272.00,false
0,85.00,140.00,1,180.00,true,44
1,33.07,90.00,0,161.84,170.16,false
0,59.00,15.85,1,40.55,false,40
1,16.00,145.00,0,135.54,245.64,true
1,48.68,116.32,2,42.00,103.00,false
0,11.00,106.31,0,114.42,true,24
0,89.13,93.32,2,8.00,false,30
0,81.68,147.00,0,159.11,true,33
0,62.00,33.00,0,185.53,true,40
1,34.31,101.96,0,77.00,101.00,true
1,21.00,181.46,0,109.00,493.46,false
1,35.00,59.63,2,35.00,415.95,true
1,51.41,48.50,2,147.86,220.00,true
0,29.00,121.11,0,30.09,false,13
0,27.00,173.00,2,172.00,false,39
1,37.66,195.54,2,97.51,515.43,true
1,33.90,3.00,0,96.00,430.70,false
1,68.26,67.56,1,62.48,472.00,true
0,71.00,138.00,0,91.14,true,19
1,15.90,166.44,2,102.45,333.41,false
1,58.62,60.13,0,122.00,90.00,false
0,47.00,185.17,1,158.00,true,29
0,40.00,145.00,0,134.00,false,21
1,94.88,170.83,0,180.37,541.14,false
0,34.00,172.14,1,41.00,false,33
1,85.00,118.00,2,115.67,565.99,true
1,40.15,11.60,2,189.00,290.19,true
1,33.00,30.82,1,157.00,567.00,false
1,64.61,41.31,2,174.00,230.00,false
0,86.00,54.00,1,143.00,true,30
0,28.00,13.43,0,16.00,false,40
1,90.35,64.13,2,58.00,183.00,false
0,88.25,31.00,1,43.00,true,24
1,91.62,3.45,1,91.00,167.26,true
1,38.52,183.00,2,37.16,434.00,false
1,51.00,134.86,2,155.61,431.25,true
0,46.04,13.00,0,128.00,false,26
1,56.02,61.00,2,92.00,272.00,false
1,46.00,24.00,1,34.00,63.00,true
0,64.05,129.00,1,172.00,true,34
1,58.06,132.00,0,111.57,76.21,false
1,12.31,60.00,1,131.34,364.42,false
0,27.00,174.10,2,177.26,true,45
0,10.87,76.00,0,31.00,true,21
0,31.12,24.69,0,117.52,false,26
0,82.00,30.58,1,87.00,false,34
1,91.30,30.27,1,152.50,88.00,false
0,92.66,2.00,1,32.00,false,10
1,78.00,178.00,0,109.07,377.00,true
1,16.83,37.00,1,156.73,156.72,true
1,15.50,185.11,2,85.62,466.02,false
1,40.83,38.94,0,145.00,172.86,true
0,90.00,119.17,1,108.52,false,18
1,15.67,131.59,1,155.37,431.23,false
1,21.00,64.00,2,52.89,282.00,true
0,78.00,172.69,0,36.77,true,11
0,34.00,54.15,2,21.00,true,41
1,74.34,102.00,1,11.00,401.52,true
0,67.63,4.46,1,188.51,false,18
1,39.37,75.00,1,102.31,222.58,false
0,39.00,66.00,2,176.70,false,22
0,52.00,13.00,2,5.00,false,23
0,30.52,98.00,1,127.20,true,47
1,72.05,196.00,2,55.00,549.61,true
0,60.03,128.62,1,3.31,true,30
1,54.94,104.00,2,87.75,491.80,false
1,72.00,188.75,1,24.00,98.00,true
1,94.00,38.00,1,105.00,412.69,true
1,53.22,90.00,1,162.00,165.00,true
0,41.00,88.00,0,121.00,false,31
1,31.00,22.00,0,121.00,561.00,false
0,35.80,121.00,0,38.00,false,15
1,38.00,84.00,2,45.00,517.00,true
1,91.00,84.00,1,9.00,24.11,true
1,36.00,4.00,0,72.00,164.00,false
1,29.65,47.74,0,8.00,262.55,false
0,88.00,111.00,1,135.00,false,34
1,31.90,11.00,2,120.57,181.42,false
0,18.00,143.28,2,70.13,false,16
0,61.00,39.00,1,59.00,false,37
0,55.43,184.78,1,80.00,true,40
0,75.10,165.72,1,67.00,false,28
1,9.00,28.00,0,176.00,289.63,false
1,92.42,177.91,1,85.00,322.42,false
0,40.00,101.00,2,162.00,false,43
0,41.54,83.41,1,163.23,true,26
0,55.54,61.31,1,196.44,false,34
0,91.83,41.12,2,191.46,true,11
0,32.82,86.59,2,135.00,false,17
0,67.00,42.00,1,40.00,false,27
0,20.53,197.10,1,147.00,true,44
1,94.00,84.18,2,78.33,508.00,true
1,64.00,109.00,1,108.00,561.00,true
0,59.04,162.81,1,68.02,true,22
1,81.56,77.36,1,49.00,517.35,true
1,31.00,131.00,1,177.00,324.22,true
1,90.62,152.00,0,152.00,505.58,false
1,19.88,141.00,0,14.00,302.42,false
1,42.44,1.01,1,30.73,87.00,true
0,86.00,98.60,2,53.00,false,19
1,74.75,33.51,1,183.10,261.62,true
0,34.00,134.00,2,22.00,true,22
1,72.56,71.00,0,135.00,85.00,false
1,62.00,153.69,1,113.00,129.65,true
1,16.00,106.68,1,79.56,115.88,false
0,80.97,169.00,0,18.17,false,25
0,35.00,126.28,0,99.48,false,33
1,82.00,71.00,2,70.00,568.00,true
0,84.00,133.66,0,86.00,true,15
1,24.00,97.93,1,156.90,444.00,false
1,68.03,157.00,0,150.94,97.68,false
0,57.00,157.84,1,50.59,true,31
1,39.00,118.39,1,108.00,426.00,true
1,22.00,30.92,0,139.56,311.77,true
0,78.00,13.70,1,11.00,true,44
0,71.38,28.66,2,189.00,false,11
0,75.68,5.81,1,136.00,true,29
1,46.96,47.52,2,181.40,482.97,true
1,40.38,194.00,1,141.00,229.55,true
0,38.72,145.49,2,10.50,true,18
1,22.83,10.00,1,119.00,545.96,false
0,42.00,196.57,2,129.00,false,24
1,69.61,111.00,1,86.00,466.57,false
1,32.46,97.87,0,193.00,102.19,true
0,19.00,103.23,2,62.79,true,46
0,61.62,122.00,1,64.00,false,41
0,87.00,119.71,0,47.00,true,19
0,53.84,189.27,0,44.34,true,37
0,17.00,84.00,2,167.00,true,24
1,53.00,138.00,0,142.18,160.70,false
1,87.00,59.35,0,50.00,81.00,false
0,26.00,103.00,2,178.00,true,35
0,89.70,156.00,1,145.00,true,39
1,15.25,123.00,0,111.63,11.04,false
0,45.00,142.94,2,153.15,true,21
1,45.28,143.63,0,191.00,189.21,true
1,12.00,1.00,1,77.00,540.00,true
0,71.65,32.56,1,32.00,true,28
1,72.00,65.00,2,164.00,298.00,false
1,78.00,6.11,0,82.00,396.45,true
0,86.17,108.00,2,95.22,true,10
0,39.03,157.00,2,49.20,false,33
0,85.00,40.34,2,130.00,false,40
1,71.00,103.32,2,2.00,15.00,true
0,74.00,23.22,1,197.00,false,10
0,35.99,93.00,0,40.50,false,35
0,64.00,116.00,1,3.00,true,23
0,55.00,60.78,0,104.00,true,37
1,59.34,77.95,0,167.01,409.35,true
1,18.46,125.63,0,98.00,239.75,true
1,68.21,108.00,1,38.26,375.00,false
1,93.00,43.00,0,111.00,533.00,false
1,63.00,146.72,1,66.00,13.98,true
1,93.00,131.00,1,195.69,324.00,true
1,82.00,160.00,0,183.00,278.00,false
0,69.00,30.00,1,116.04,true,15
0,60.00,182.00,1,135.60,false,47
0,54.00,89.91,2,158.00,false,16
0,23.62,179.17,0,24.00,false,27
1,72.96,164.00,2,28.00,404.00,false
1,69.36,86.00,1,133.55,313.56,false
1,16.51,55.10,2,3.00,216.92,true
1,13.50,52.20,2,26.00,170.00,true
1,22.72,58.00,0,31.00,536.90,false
1,26.00,7.00,2,197.00,423.00,false
0,39.00,53.08,1,112.10,false,43
1,18.67,26.00,1,194.94,70.15,true
0,46.16,132.44,2,77.79,true,33
1,80.00,61.00,2,32.00,316.03,false
0,50.00,135.00,0,92.25,true,47
0,81.00,99.00,0,140.69,false,42
0,87.83,61.14,1,186.00,true,23
1,31.19,80.74,1,18.16,547.30,true
0,54.00,84.15,0,179.00,true,30
1,32.00,124.86,0,2.01,71.64,true
0,37.47,14.00,1,9.67,true,31
0,34.63,159.00,0,159.19,true,48
1,63.00,31.11,2,106.79,362.47,false
0,60.00,163.00,0,81.00,false,41
1,69.89,134.00,2,175.00,154.00,true
0,5.32,136.06,0,48.89,true,38
0,71.93,195.87,1,34.00,true,12
0,92.52,41.87,1,96.00,true,16
1,93.21,167.00,0,7.45,188.05,true
1,7.00,37.32,2,108.27,433.19,true
1,72.00,47.31,2,42.00,340.00,true
1,26.11,125.35,0,44.00,515.46,false
1,66.60,168.72,1,123.00,436.00,true
1,40.00,3.00,0,154.00,130.46,false
0,75.37,15.66,2,173.66,false,10
1,19.39,53.79,0,79.00,245.89,true
1,64.23,84.00,2,61.55,182.13,false
1,80.00,118.00,1,21.00,481.00,false
1,14.00,84.00,1,182.00,50.00,true
0,15.00,88.65,2,47.00,true,20
0,85.00,41.99,2,9.00,false,18
1,48.82,59.27,1,64.00,97.00,false
1,84.04,41.00,1,131.00,428.00,true
0,28.00,147.00,2,122.64,true,44
1,14.00,160.31,2,22.96,46.94,true
1,86.00,93.00,0,167.81,467.00,true
0,31.44,183.00,1,86.24,false,19
1,27.78,22.00,1,123.60,161.63,false
0,40.67,103.00,2,129.00,false,17
0,69.91,60.86,2,54.00,false,42
1,76.00,185.00,1,72.58,460.00,false
0,56.38,46.99,1,165.00,false,25
1,41.00,109.00,1,45.00,72.71,true
0,61.51,195.00,0,45.00,false,46
1,41.20,175.00,2,98.00,307.31,true
1,57.00,134.98,2,30.69,513.27,true
1,49.00,111.00,1,3.00,498.06,false
0,86.44,131.79,0,119.00,true,42
1,18.51,92.33,1,41.00,297.00,false
0,14.00,108.96,2,61.00,false,27
1,38.46,98.00,0,94.57,543.00,true
0,59.00,96.00,2,169.00,false,37
0,13.22,68.00,0,22.00,false,42
0,55.93,148.00,2,74.00,true,46
1,36.00,19.00,1,83.21,476.00,false
0,16.00,37.75,2,101.79,true,21
0,52.00,24.00,1,68.22,false,33
1,78.24,25.00,1,84.97,540.91,true
0,31.00,13.60,1,98.00,true,35
0,43.03,3.00,1,71.96,false,19
0,28.14,18.57,0,190.00,true,19
0,64.00,108.00,0,177.62,false,43
0,19.00,36.30,2,184.00,false,12
1,63.79,180.48,2,63.00,534.61,true
0,53.00,25.00,0,73.66,true,27
0,59.13,39.00,1,71.10,false,26
1,71.00,195.00,2,77.09,454.00,false
1,85.28,157.12,2,16.00,67.00,true
1,41.00,187.27,2,106.44,407.30,true
1,70.00,142.92,1,67.23,551.58,true
0,31.00,85.63,2,136.44,true,33
0,95.10,197.59,0,88.38,false,41
0,22.00,186.22,0,163.00,true,43
0,49.00,56.00,0,15.13,true,37
1,18.00,128.00,1,184.00,246.00,false
0,11.00,178.00,2,103.58,true,42
0,85.29,122.00,1,188.00,false,36
1,59.80,26.00,2,38.00,388.00,false
1,11.98,153.41,1,136.15,407.00,false
1,47.39,96.46,1,33.03,561.00,false
1,29.29,43.54,0,13.87,96.66,true
0,80.00,64.99,1,69.00,false,48
0,13.00,93.02,2,188.00,false,42
1,47.33,144.00,1,41.00,153.00,true
1,61.00,152.97,1,186.71,203.00,true
1,79.00,146.59,2,151.62,199.99,true
1,19.44,97.00,1,2.62,539.11,false
1,82.82,51.05,0,180.91,269.32,true
0,35.47,169.00,0,115.00,true,31
1,77.20,181.18,0,155.00,214.00,true
0,79.97,11.00,1,43.00,false,27
0,87.00,91.56,0,35.24,false,43
1,24.00,162.48,0,30.00,289.18,true
1,60.00,115.77,1,31.00,540.17,false
1,26.00,101.00,0,71.44,282.00,true
0,65.34,68.00,1,116.00,false,39
0,49.88,31.05,0,108.00,false,14
0,39.00,8.00,2,35.29,true,42
0,81.00,163.00,0,14.00,false,13
0,93.00,182.00,2,33.97,true,14
0,39.00,20.00,2,89.61,true,18
1,66.00,106.00,2,48.00,185.51,false
0,59.22,125.00,2,157.00,true,45
0,11.19,21.32,1,65.93,false,27
0,90.00,109.00,0,74.83,false,37
0,47.00,192.00,2,115.00,false,37
1,10.00,191.00,1,37.00,488.94,false
0,54.36,100.90,2,194.37,false,24
1,84.05,77.00,2,29.81,397.00,false
1,49.56,10.86,0,127.00,82.00,true
1,56.05,8.00,2,11.00,293.00,true
0,17.84,32.00,0,38.14,true,44
1,82.81,159.48,2,44.00,47.68,true
0,64.00,60.00,0,76.75,false,46
0,57.32,62.86,2,16.33,false,20
1,71.00,66.87,1,54.34,402.00,true
0,59.00,190.00,1,160.42,true,16
0,58.00,77.40,1,54.86,true,45
0,14.00,41.00,1,197.47,true,39
1,93.63,154.00,1,155.62,282.00,true
1,29.11,93.35,0,122.70,426.89,true
1,92.66,149.03,1,30.00,306.98,true
0,10.80,78.61,0,75.00,false,10
1,93.00,70.28,0,52.08,21.00,false
0,42.00,42.00,1,164.00,true,12
1,66.00,85.14,0,26.00,265.02,true
1,77.85,11.00,2,42.59,571.00,false
1,13.00,55.75,0,14.00,274.46,true
0,79.00,100.61,1,15.06,true,34
0,39.00,48.00,2,156.00,false,20
1,92.71,195.00,0,15.00,435.19,true
1,51.17,92.00,2,184.22,36.00,false
1,44.00,95.73,1,111.00,592.00,true
0,86.74,42.00,2,168.00,false,26
1,10.00,146.16,2,103.47,275.00,false
1,68.00,95.00,1,119.00,577.68,false
0,44.00,71.00,0,62.00,true,33
1,76.00,180.35,2,104.90,380.00,true
1,31.23,191.26,0,127.11,419.00,true
1,81.00,123.33,2,125.80,346.52,false
1,30.99,67.00,2,1.76,32.96,false
0,79.04,113.00,0,139.99,true,19
1,63.00,187.00,1,116.00,366.00,true
0,86.37,112.00,0,53.26,true,37
0,16.36,152.02,2,1.35,false,18
0,34.06,73.62,0,61.00,true,46
0,38.50,179.00,1,80.13,true,36
0,85.23,43.00,2,20.00,false,11
0,91.00,40.74,1,117.00,false,15
1,77.00,40.82,0,65.00,189.71,true
1,47.00,154.91,2,155.50,362.00,true
0,49.00,150.00,0,140.65,true,16
1,52.00,84.00,1,140.65,287.00,true
0,53.00,6.00,2,128.00,true,19
1,19.06,13.64,1,2.00,284.98,false
0,87.00,21.00,1,145.19,true,37
1,81.00,73.00,1,71.00,237.97,true
1,32.65,41.85,1,169.00,230.21,true
1,43.30,133.00,0,26.00,158.05,true
0,48.00,6.51,0,13.31,true,39
1,47.17,168.00,0,61.89,263.00,true
1,36.92,75.00,1,22.50,594.19,false
0,88.29,161.00,1,188.00,false,23
1,76.79,182.00,2,29.00,562.00,true
1,68.00,135.20,0,3.30,535.80,false
1,77.66,10.00,0,167.00,502.00,true
1,39.79,46.91,1,16.00,310.00,false
1,73.00,148.00,0,133.00,190.11,false
0,23.00,72.00,0,15.00,false,43
0,68.64,119.24,2,56.00,false,11
0,45.00,122.00,0,157.95,false,31
0,61.44,45.00,1,179.10,false,45
0,27.79,113.37,1,86.48,false,13
0,81.00,112.00,0,126.62,false,33
1,39.35,88.05,1,110.00,88.62,false
0,67.48,183.10,1,69.78,true,27
0,86.00,46.61,2,108.97,false,34
1,51.16,100.01,1,16.96,318.00,false
0,90.00,24.00,1,110.13,true,44
1,91.35,19.00,0,45.93,585.94,false
0,13.00,179.00,0,43.67,false,44
1,28.00,83.00,2,162.00,470.50,true
1,31.00,41.78,2,140.26,487.00,false
0,37.00,84.19,0,194.75,false,12
1,17.95,138.15,1,33.13,156.00,true
0,17.54,27.98,0,164.14,false,12
1,56.12,68.78,1,129.00,280.00,false
0,22.00,26.36,2,9.39,false,16
1,17.48,183.00,2,87.84,419.00,false
1,21.00,179.58,0,39.22,331.16,false
1,71.35,37.78,1,134.00,164.00,false
0,64.00,41.64,0,57.00,true,40
1,21.79,146.00,0,133.53,368.00,false
0,66.79,179.33,0,194.21,true,39
1,95.95,155.38,0,80.05,168.01,true
0,75.86,2.00,0,27.00,true,46
1,21.41,88.00,0,65.32,558.00,true
1,79.00,174.25,2,162.41,41.00,false
0,68.00,117.00,1,130.00,true,20
0,35.09,17.97,0,2.00,true,46
0,83.00,62.00,0,194.98,false,38
1,15.58,122.00,0,19.00,166.00,true
1,65.25,144.60,2,121.00,579.00,false
1,20.23,116.00,1,66.00,389.00,false
0,78.26,76.46,0,143.09,false,21
0,40.01,17.00,1,161.00,true,22
0,26.24,176.24,0,15.00,false,35
1,88.00,98.00,2,112.00,503.49,true
1,31.00,72.00,1,59.00,247.61,false
0,42.47,154.92,0,27.85,false,47
0,78.35,192.21,2,100.25,false,17
0,76.46,71.00,2,141.00,false,41
1,60.09,84.11,1,195.00,35.39,true
0,74.00,109.00,0,108.28,false,36
0,86.00,74.71,1,173.89,true,47
0,66.67,1.00,1,195.00,true,34
0,36.00,24.89,0,190.26,false,25
0,26.00,39.00,2,112.08,true,23
0,22.86,29.00,0,108.18,false,34
0,57.00,57.00,1,13.29,false,43
1,57.60,156.92,1,73.00,281.72,false
0,63.86,127.00,0,143.67,false,12
0,74.54,22.00,1,40.00,true,37
1,64.00,118.46,1,101.00,405.00,false
1,53.00,98.97,1,59.49,105.13,false
0,16.00,165.78,0,15.00,true,35
0,26.00,46.90,2,116.00,true,29
1,45.00,32.65,2,105.04,334.00,true
1,26.31,44.95,1,98.00,474.00,false
0,16.15,9.00,2,49.00,false,33
0,71.00,51.00,2,195.96,false,19
0,34.17,48.00,1,100.00,true,47
0,61.00,80.47,0,164.44,true,33
1,39.00,20.46,1,173.00,236.00,false
1,35.00,129.64,2,100.00,423.23,false
0,80.00,171.00,2,26.00,true,31
1,13.96,62.30,0,171.72,183.00,true
1,19.00,146.56,0,174.00,404.00,false
1,40.96,104.43,2,140.00,37.00,false
1,93.40,175.58,1,115.00,536.31,true
0,57.00,61.15,1,155.04,false,42
0,16.00,71.00,0,171.00,false,30
1,20.87,68.94,2,25.00,60.00,true
1,74.00,46.36,2,36.41,364.00,true
0,34.00,182.52,2,85.00,true,46
1,42.00,76.00,1,42.51,137.74,true
0,86.66,150.95,1,14.00,false,23
0,27.00,105.71,1,159.00,true,24
1,21.80,139.33,2,126.47,491.50,true
0,76.02,182.00,0,85.00,true,31
0,36.07,110.00,0,128.00,true,23
1,66.00,135.13,0,128.02,128.00,true
1,74.00,124.39,2,65.21,307.60,true
1,78.00,26.00,1,75.50,509.00,true
0,91.00,68.34,0,90.47,true,17
0,75.07,171.59,2,25.67,false,43
1,88.86,195.44,2,94.00,203.64,false
1,2.00,118.07,1,182.98,227.00,false
1,68.90,112.00,1,83.40,319.00,true
0,71.07,72.00,0,77.00,true,15
0,23.00,52.71,2,174.36,true,38
0,59.00,95.58,1,138.00,false,44
0,82.00,50.57,2,8.20,false,43
0,73.00,136.80,2,152.00,true,32
1,82.61,45.70,2,125.40,314.80,false
1,44.08,63.17,1,192.00,281.65,false
0,45.14,187.00,0,150.00,false,23
0,52.45,54.98,1,38.17,false,38
1,22.94,100.00,1,95.47,116.00,false
1,96.88,77.00,0,151.00,139.00,true
1,49.80,191.00,0,66.00,167.78,false
0,75.96,161.51,1,30.14,false,17
0,38.00,105.00,0,189.96,true,32
0,73.00,90.00,1,99.25,true,18
0,54.00,119.00,0,146.00,true,12
1,18.68,39.53,2,160.00,436.00,false
1,55.00,57.61,0,156.00,14.00,false
0,28.00,195.00,2,173.79,false,15
0,74.00,152.93,2,118.35,false,30
1,20.00,89.00,2,114.81,212.62,true
0,74.55,31.00,0,115.16,true,24
1,82.89,17.00,0,123.50,65.00,true
1,65.69,46.00,1,56.64,192.22,false
1,4.00,20.92,0,22.00,527.91,true
0,82.86,108.00,1,86.87,true,18
1,71.12,129.00,2,122.00,288.56,true
0,87.00,97.23,0,2.33,false,33
0,58.00,91.00,2,36.00,true,37
0,70.00,51.59,1,79.00,false,48
0,17.00,80.49,0,50.00,true,44
